occurrence_id,collection_id,name,rank,max_ma,min_ma,lon,lat,province,paleo_lon,paleo_lat,formation,quality,collection_methods,diet,time_bins
668657,72107,Yinlong downsi,species,163.5,157.3,88.919884,45.191288,Xinjiang,92.45,48.78,Shishugou,excellent,"selective quarrying,mechanical,field collection",herbivore,Oxfordian
711603,76193,Mamenchisauridae,unranked clade,163.5,157.3,90.189949,44.967407,Xinjiang,93.82,48.98,Shishugou,,"selective quarrying,field collection",herbivore,Oxfordian
780403,83957,Sauropoda,unranked clade,163.5,157.3,88.919884,45.191288,Xinjiang,92.45,48.78,Shishugou,medium,"selective quarrying,mechanical,field collection",herbivore,Oxfordian
780404,83957,Metriacanthosauridae,family,163.5,157.3,88.919884,45.191288,Xinjiang,92.45,48.78,Shishugou,medium,"selective quarrying,mechanical,field collection",carnivore,Oxfordian
819582,90081,Limusaurus inextricabilis,species,163.5,157.3,88.900627,45.147804,Xinjiang,92.46,48.74,Shishugou,excellent,"selective quarrying,mechanical,field collection",carnivore,Oxfordian
828525,91319,Jiangjunosaurus junggarensis,species,163.5,157.3,90.064598,44.837215,Xinjiang,93.79,48.82,Shishugou,good,"selective quarrying,mechanical,field collection",herbivore,Oxfordian
829458,91487,Anchiornis huxleyi,species,163.5,157.3,119.650002,40.916668,Liaoning,128.98,49.83,Tiaojishan,,field collection,"carnivore, omnivore",Oxfordian
935634,90081,Ornithischia,unranked clade,163.5,157.3,88.900627,45.147804,Xinjiang,92.46,48.74,Shishugou,excellent,"selective quarrying,mechanical,field collection",herbivore,Oxfordian
935638,58489,Limusaurus inextricabilis,species,163.5,157.3,88.9217,45.171223,Xinjiang,92.47,48.76,Shishugou,excellent,"selective quarrying,mechanical,field collection",carnivore,Oxfordian
935639,58489,Theropoda,unranked clade,163.5,157.3,88.9217,45.171223,Xinjiang,92.47,48.76,Shishugou,excellent,"selective quarrying,mechanical,field collection",carnivore,Oxfordian
935640,107804,Limusaurus inextricabilis,species,163.5,157.3,88.9217,45.171223,Xinjiang,92.47,48.76,Shishugou,excellent,"selective quarrying,mechanical,field collection",carnivore,Oxfordian
1093821,137832,Zuolong salleei,species,163.5,157.3,88.919884,45.191288,Xinjiang,92.45,48.78,Shishugou,,"selective quarrying,mechanical,field collection",carnivore,Oxfordian
1093827,137835,Haplocheirus sollers,species,163.5,157.3,88.919884,45.191288,Xinjiang,92.45,48.78,Shishugou,,"selective quarrying,mechanical,field collection",carnivore,Oxfordian
1134546,144450,Sauropoda,unranked clade,163.5,157.3,90.051392,44.834167,Xinjiang,93.78,48.81,Shishugou,,"surface (in situ),field collection",herbivore,Oxfordian
1134547,144451,Sauropoda,unranked clade,163.5,157.3,90.036667,44.851944,Xinjiang,93.75,48.83,Shishugou,,"surface (in situ),field collection",herbivore,Oxfordian
1134548,144449,Sauropoda,unranked clade,163.5,157.3,90.043892,44.806946,Xinjiang,93.79,48.79,Shishugou,,"surface (in situ),mechanical,field collection",herbivore,Oxfordian
1134549,144449,Theropoda,unranked clade,163.5,157.3,90.043892,44.806946,Xinjiang,93.79,48.79,Shishugou,,"surface (in situ),mechanical,field collection",carnivore,Oxfordian
1134550,144449,Eusauropoda,unranked clade,163.5,157.3,90.043892,44.806946,Xinjiang,93.79,48.79,Shishugou,,"surface (in situ),mechanical,field collection",herbivore,Oxfordian
1196607,141366,Allosauroidea,superfamily,163.5,157.3,88.9217,45.171223,Xinjiang,92.47,48.76,Shishugou,,,carnivore,Oxfordian
1307887,175359,Hualianceratops wucaiwanensis,species,163.5,157.3,88.919884,45.191288,Xinjiang,92.45,48.78,Shishugou,good,"selective quarrying,mechanical,field collection",herbivore,Oxfordian
1407542,194581,Caihong juji,species,163.5,157.3,119.509445,40.499168,Hebei,128.98,49.4,Tiaojishan,,"selective quarrying,field collection",carnivore,Oxfordian
1407965,91487,Serikornis sungei,species,163.5,157.3,119.650002,40.916668,Liaoning,128.98,49.83,Tiaojishan,,field collection,carnivore,Oxfordian
1476159,205957,Fushanosaurus qitaiensis,species,163.5,157.3,90.166664,44.5,Xinjiang,94.11,48.55,Shishugou,,,herbivore,Oxfordian
1519629,212362,Shishugounykus inexpectus,species,163.5,157.3,88.9217,45.171223,Xinjiang,92.47,48.76,Shishugou,,,carnivore,Oxfordian
587963,47056,Carnosauria,infraorder,161.2,152.1,87.263,43.549999,Xinjiang,90.49,46.69,Qigu,variable,"bulk,sieve,field collection",carnivore,Kimmeridgian
587964,47056,Thyreophora,unranked clade,161.2,152.1,87.263,43.549999,Xinjiang,90.49,46.69,Qigu,variable,"bulk,sieve,field collection",herbivore,Kimmeridgian
587965,47056,Ceratosauria,unranked clade,161.2,152.1,87.263,43.549999,Xinjiang,90.49,46.69,Qigu,variable,"bulk,sieve,field collection",carnivore,Kimmeridgian
587966,47056,Stegosauria,unranked clade,161.2,152.1,87.263,43.549999,Xinjiang,90.49,46.69,Qigu,variable,"bulk,sieve,field collection",herbivore,Kimmeridgian
587967,47056,Ankylosauria,unranked clade,161.2,152.1,87.263,43.549999,Xinjiang,90.49,46.69,Qigu,variable,"bulk,sieve,field collection",herbivore,Kimmeridgian
1094866,138119,Dinosauria,unranked clade,161.2,152.1,87.54583,43.790833,Xinjiang,90.6,47,Qigu,,"bulk,sieve,field collection",,Kimmeridgian
1431790,47056,Mamenchisauridae,unranked clade,161.2,152.1,87.263,43.549999,Xinjiang,90.49,46.69,Qigu,variable,"bulk,sieve,field collection",herbivore,Kimmeridgian
1588317,47056,Ankylosauria,unranked clade,161.2,152.1,87.263,43.549999,Xinjiang,90.49,46.69,Qigu,variable,"bulk,sieve,field collection",herbivore,Kimmeridgian
384334,36569,Mamenchisaurus sinocanadorum,species,161.2,155.7,90.048332,44.80389,Xinjiang,92.81,48.73,Shishugou,good,"selective quarrying,surface (float),surface (in situ),mechanical,field collection",herbivore,Oxfordian
256216,24864,Mamenchisaurus constructus,species,157.3,145,104.516701,28.700001,Sichuan,115.84,34.37,Shaximiao,good,"selective quarrying,mechanical,field collection",herbivore,Tithonian
811556,89050,Daanosaurus zhangi,species,157.3,145,104.769997,29.219999,Sichuan,115.73,34.93,Shaximiao,good,field collection,herbivore,Tithonian
1066328,131866,Omeisaurus maoianus,species,157.3,145,104.069725,29.651112,Sichuan,114.82,34.97,Shaximiao,,,herbivore,Tithonian
130209,10755,Chaoyangsaurus youngi,species,155.7,132.9,123.966698,42.9333,Liaoning,127.48,50.66,Tuchengzi,good,"selective quarrying,mechanical,field collection",herbivore,-
534556,55306,Grallator ssatoi,species,155.7,132.9,120.31028,41.196667,Liaoning,124.45,48.11,Tuchengzi,,"surface (float),mechanical,field collection",carnivore,-
565945,59253,Pullornipes aureus,species,155.7,132.9,120.940559,41.74472,Liaoning,124.85,48.78,Tuchengzi,variable,"surface (in situ),field collection,observed (not collected)",carnivore,-
568500,59253,Aquatilavipes,genus,155.7,132.9,120.940559,41.74472,Liaoning,124.85,48.78,Tuchengzi,variable,"surface (in situ),field collection,observed (not collected)",carnivore,-
575215,60458,Grallator ssatoi,species,155.7,132.9,120.708054,41.671944,Liaoning,125.6,52.45,Tuchengzi,,,carnivore,-
693586,74734,Grallator,genus,155.7,132.9,120.713058,41.672501,Liaoning,124.64,48.66,Tuchengzi,,"surface (in situ),observed (not collected)",carnivore,-
828527,91320,Xuanhuaceratops niei,species,155.7,132.9,115.637497,40.25222,Hebei,122,49.58,Tuchengzi,medium,"surface (float),surface (in situ),field collection",herbivore,-
881358,97752,Menglongipus sinensis,species,155.7,132.9,115.892502,40.786945,Hebei,120.03,46.59,Tuchengzi,,"surface (in situ),peel or thin section,observed (not collected)",carnivore,-
1097576,10755,Eusauropoda,unranked clade,155.7,132.9,123.966698,42.9333,Liaoning,127.48,50.66,Tuchengzi,good,"selective quarrying,mechanical,field collection",herbivore,-
1348088,97752,Grallator,genus,155.7,132.9,115.892502,40.786945,Hebei,120.03,46.59,Tuchengzi,,"surface (in situ),peel or thin section,observed (not collected)",carnivore,-
1348089,97752,Therangospodus,genus,155.7,132.9,115.892502,40.786945,Hebei,120.03,46.59,Tuchengzi,,"surface (in situ),peel or thin section,observed (not collected)",carnivore,-
1348090,182651,Therangospodus,genus,155.7,132.9,115.893608,40.848057,Hebei,120.2,48.41,Tuchengzi,,"surface (in situ),observed (not collected)",carnivore,-
1348091,182651,Megalosauripus,genus,155.7,132.9,115.893608,40.848057,Hebei,120.2,48.41,Tuchengzi,,"surface (in situ),observed (not collected)",carnivore,-
1559332,74734,Jialingpus,genus,155.7,132.9,120.713058,41.672501,Liaoning,124.64,48.66,Tuchengzi,,"surface (in situ),observed (not collected)",carnivore,-
1559333,220028,Grallator,genus,155.7,132.9,120.713058,41.672501,Liaoning,124.64,48.66,Tuchengzi,,"surface (in situ),observed (not collected)",carnivore,-
1559334,59253,Grallator,genus,155.7,132.9,120.940559,41.74472,Liaoning,124.85,48.78,Tuchengzi,variable,"surface (in situ),field collection,observed (not collected)",carnivore,-
1559602,182651,Theropoda,unranked clade,155.7,132.9,115.893608,40.848057,Hebei,120.2,48.41,Tuchengzi,,"surface (in situ),observed (not collected)",carnivore,-
458375,45172,Hudiesaurus sinojapanorum,species,155.7,145,90.166672,42.866669,Xinjiang,91.04,47.47,Kalazha,good,"selective quarrying,mechanical,field collection",herbivore,Tithonian
1584287,169944,Rhomaleopakhus turpanensis,species,155.7,145,90.166672,42.866669,Xinjiang,91.04,47.47,Kalazha,,field collection,herbivore,Tithonian
1584288,223916,Mamenchisauridae,unranked clade,155.7,145,90.166672,42.866669,Xinjiang,91.04,47.47,Kalazha,,field collection,herbivore,Tithonian
1634718,231775,Fujianvenator prodigiosus,species,155.7,145,119.00444,27.148056,Fujian,130.28,39.98,Nanyuan,good,"selective quarrying,surface (in situ),field collection",carnivore,Tithonian
811566,89053,Theropoda,unranked clade,152.1,139.8,117.869698,40.772499,Hebei,122.46,49.36,Houcheng,good,"selective quarrying,surface (in situ),peel or thin section,field collection",carnivore,-
474626,47076,Tetanurae,unranked clade,152.1,145,105.805908,32.403481,Sichuan,114.23,37.73,,,field collection,carnivore,Tithonian
474627,47076,Theropoda,unranked clade,152.1,145,105.805908,32.403481,Sichuan,114.23,37.73,,,field collection,carnivore,Tithonian
474628,47076,Omeisaurus junghsiensis,species,152.1,145,105.805908,32.403481,Sichuan,114.23,37.73,,,field collection,herbivore,Tithonian
474629,47076,Tetanurae,unranked clade,152.1,145,105.805908,32.403481,Sichuan,114.23,37.73,,,field collection,carnivore,Tithonian
474630,47076,Tetanurae,unranked clade,152.1,145,105.805908,32.403481,Sichuan,114.23,37.73,,,field collection,carnivore,Tithonian
474631,47077,Omeisaurus junghsiensis,species,152.1,145,105.80497,32.46558,Sichuan,114.19,37.78,,medium,field collection,herbivore,Tithonian
493038,49793,Sauropoda,unranked clade,152.1,145,90.75,43.033333,Xinjiang,91.85,47.2,Kalaza,,"surface (in situ),field collection",herbivore,Tithonian
493039,49793,Theropoda,unranked clade,152.1,145,90.75,43.033333,Xinjiang,91.85,47.2,Kalaza,,"surface (in situ),field collection",carnivore,Tithonian
1220192,159593,Theropoda,unranked clade,152.1,145,105.786247,32.410378,Sichuan,114.21,37.72,,,field collection,carnivore,Tithonian
1220195,159594,Tetanurae,unranked clade,152.1,145,105.805908,32.403481,Sichuan,114.23,37.73,,,field collection,carnivore,Tithonian
1220196,159593,Tetanurae,unranked clade,152.1,145,105.786247,32.410378,Sichuan,114.21,37.72,,,field collection,carnivore,Tithonian
557554,57768,Dinosauria,unranked clade,145,66,108.085457,30.021666,Sichuan,122.16,24.78,,,"surface (in situ),field collection",,-
557555,57769,Sauropoda,unranked clade,145,66,107.985802,39.0933,Inner Mongolia,120.12,35.56,,poor,field collection,herbivore,-
560790,58446,Coelurosauria,unranked clade,145,66,112.337502,26.4711,Hunan,127.42,22.91,,,field collection,carnivore,-
1587522,224329,Theropoda,unranked clade,145,66,105.367996,28.792,Sichuan,120.26,22.76,,,"surface (in situ),field collection",carnivore,-
1587523,224329,Sauropoda,unranked clade,145,66,105.367996,28.792,Sichuan,120.26,22.76,,,"surface (in situ),field collection",herbivore,-
1587524,224330,Theropoda,unranked clade,145,66,104.339996,29.736,Sichuan,118.98,23.31,,,field collection,carnivore,-
1587526,224331,Theropoda,unranked clade,145,66,104.625,30.563,Sichuan,118.9,24.17,,,field collection,carnivore,-
1587527,224331,Sauropoda,unranked clade,145,66,104.625,30.563,Sichuan,118.9,24.17,,,field collection,herbivore,-
372801,35284,Sauropoda,unranked clade,145,100.5,106.866699,28.549999,Guizhou,122.89,23.87,,,"selective quarrying,field collection",herbivore,-
404944,38834,Dinosauria,unranked clade,145,100.5,108.900002,39.905277,Inner Mongolia,119.77,37.03,Ejinhoro,variable,field collection,,-
487436,48929,Tyrannosauridae,family,145,100.5,114.742798,40.859402,Hebei,124.92,39.1,Wanchuan,poor,field collection,carnivore,-
489726,49344,Theropoda,unranked clade,145,100.5,108.699997,41.666672,Inner Mongolia,119.02,38.69,On Gong,,field collection,carnivore,-
493046,49797,Psittacosaurus mongoliensis,species,145,100.5,110.083336,41.016666,Inner Mongolia,120.51,38.33,Lisangou,,field collection,herbivore,-
493049,49798,Stegosauria,unranked clade,145,100.5,112.949997,43.3167,Inner Mongolia,122.63,41.66,Qagannur,,field collection,herbivore,-
493050,49798,Sauropoda,unranked clade,145,100.5,112.949997,43.3167,Inner Mongolia,122.63,41.66,Qagannur,,field collection,herbivore,-
557550,57766,Dinosauria,unranked clade,145,100.5,104.366699,29.483299,Sichuan,120.31,23.59,Tzeliuching,,field collection,,-
667043,71841,Sauropoda,unranked clade,145,100.5,112.420006,40.040001,Shanxi,123.01,37.85,Zouyun,,field collection,herbivore,-
667044,71841,Averostra,unranked clade,145,100.5,112.420006,40.040001,Shanxi,123.01,37.85,Zouyun,,field collection,carnivore,-
740417,79605,Protoceratops,genus,145,100.5,101.556946,38.862225,Gansu,113.31,34.62,Miaogou,,field collection,herbivore,-
942995,109247,Parabrontopodus,genus,145,100.5,118.428612,34.606945,Jiangsu,130.41,33.8,Mengtuan,medium,"surface (in situ),observed (not collected)",herbivore,-
943004,109248,Parabrontopodus,genus,145,100.5,118.428055,34.607224,Jiangsu,130.41,33.8,Mengtuan,medium,"surface (in situ),observed (not collected)",herbivore,-
943005,109249,Theropoda,unranked clade,145,100.5,118.427223,34.605278,Jiangsu,130.41,33.8,Mengtuan,poor,"surface (in situ),observed (not collected)",carnivore,-
943006,109249,Parabrontopodus,genus,145,100.5,118.427223,34.605278,Jiangsu,130.41,33.8,Mengtuan,poor,"surface (in situ),observed (not collected)",herbivore,-
943007,109251,Parabrontopodus,genus,145,100.5,118.427223,34.605278,Jiangsu,130.41,33.8,Mengtuan,medium,"surface (in situ),observed (not collected)",herbivore,-
1148779,146536,Theropoda,unranked clade,145,100.5,117.25,45.883331,Hebei,125.61,45.01,Xiguayuan,,"surface (in situ),observed (not collected)",carnivore,-
1148780,146536,Iguanodontia,unranked clade,145,100.5,117.25,45.883331,Hebei,125.61,45.01,Xiguayuan,,"surface (in situ),observed (not collected)",herbivore,-
1385610,49797,Psittacosaurus mongoliensis,species,145,100.5,110.083336,41.016666,Inner Mongolia,120.51,38.33,Lisangou,,field collection,herbivore,-
1559249,219992,Theropoda,unranked clade,145,100.5,102.512779,28.122499,Sichuan,119.5,21.61,Xiaoba,,"surface (in situ),field collection,observed (not collected)",carnivore,-
1559250,219992,Grallator,genus,145,100.5,102.512779,28.122499,Sichuan,119.5,21.61,Xiaoba,,"surface (in situ),field collection,observed (not collected)",carnivore,-
1559251,219992,Sauropoda,unranked clade,145,100.5,102.512779,28.122499,Sichuan,119.5,21.61,Xiaoba,,"surface (in situ),field collection,observed (not collected)",herbivore,-
1559252,219993,Velociraptorichnus,genus,145,100.5,102.517502,28.163334,Sichuan,119.48,21.65,Xiaoba,,"surface (in situ),field collection,observed (not collected)",carnivore,-
1559253,219993,Brontopodus,genus,145,100.5,102.517502,28.163334,Sichuan,119.48,21.65,Xiaoba,,"surface (in situ),field collection,observed (not collected)",herbivore,-
1559266,219998,Velociraptorichnus zhangi,species,145,100.5,102.650558,28.291945,Sichuan,119.53,21.82,Xiaoba,medium,"surface (in situ),peel or thin section,field collection,observed (not collected)",carnivore,-
1559267,219998,Anomoepus,genus,145,100.5,102.650558,28.291945,Sichuan,119.53,21.82,Xiaoba,medium,"surface (in situ),peel or thin section,field collection,observed (not collected)",herbivore,-
1559268,219998,Brontopodus,genus,145,100.5,102.650558,28.291945,Sichuan,119.53,21.82,Xiaoba,medium,"surface (in situ),peel or thin section,field collection,observed (not collected)",herbivore,-
1559292,220010,Eubrontes,genus,145,100.5,102.710831,28.115278,Sichuan,119.67,21.69,Xiaoba,good,"surface (in situ),observed (not collected)",carnivore,-
1559293,220010,Sauropoda,unranked clade,145,100.5,102.710831,28.115278,Sichuan,119.67,21.69,Xiaoba,good,"surface (in situ),observed (not collected)",herbivore,-
1559294,220011,Theropoda,unranked clade,145,100.5,102.710831,28.114166,Sichuan,119.67,21.69,Xiaoba,medium,"surface (in situ),observed (not collected)",carnivore,-
1559295,220012,Sauropoda,unranked clade,145,100.5,102.544167,28.046389,Sichuan,119.57,21.56,Xiaoba,medium,"surface (in situ),observed (not collected)",herbivore,-
1559296,220013,Sauropoda,unranked clade,145,100.5,102.548332,28.031944,Sichuan,119.58,21.55,Xiaoba,good,"surface (in situ),observed (not collected)",herbivore,-
1559297,220014,Brontopodus,genus,145,100.5,102.518608,28.051666,Sichuan,119.54,21.55,Leidashu,good,"surface (in situ),observed (not collected)",herbivore,-
1571193,221935,Neoceratopsia,infraorder,145,100.5,109.743698,39.660301,Inner Mongolia,120.64,36.96,Zhidan,medium,"surface (in situ),field collection",herbivore,-
1587483,224324,Sauropoda,unranked clade,145,100.5,118.551003,34.701,Shandong,130.5,33.92,,medium,"surface (in situ),observed (not collected)",herbivore,-
1587603,224351,Sauropoda,unranked clade,145,100.5,106.183334,35.549999,Ningxia,118.54,32.28,Madongshan,,"surface (in situ),observed (not collected)",herbivore,-
1587605,224352,Sauropoda,unranked clade,145,100.5,106.116669,35.566666,Ningxia,118.47,32.28,Heshangpu,,"surface (in situ),observed (not collected)",herbivore,-
1587606,224353,Sauropoda,unranked clade,145,100.5,106.199997,35.466667,Ningxia,118.58,32.2,Liwaxia,,"surface (in situ),observed (not collected)",herbivore,-
1587608,224354,Sauropoda,unranked clade,145,100.5,106.166664,35.716667,Ningxia,118.48,32.44,Madongshan,poor,"surface (in situ),observed (not collected)",herbivore,-
1587609,224355,Ningxiapus liupanshanensis,species,145,100.5,106.206947,35.477779,Ningxia,118.58,32.21,Liwaxia,,"surface (in situ),observed (not collected)",herbivore,-
1587721,146536,Changpeipus,genus,145,100.5,117.25,45.883331,Hebei,125.61,45.01,Xiguayuan,,"surface (in situ),observed (not collected)",carnivore,-
1603839,221935,Psittacosaurus neimongoliensis,species,145,100.5,109.743698,39.660301,Inner Mongolia,120.64,36.96,Zhidan,medium,"surface (in situ),field collection",herbivore,-
1635462,231924,Psittacosaurus lujiatunensis,species,145,100.5,120.91111,41.606667,Liaoning,130.5,41.07,Yixian,excellent,,herbivore,-
1348097,182655,Brontopodus,genus,145,125,102.682503,27.856388,Sichuan,116.73,24.62,Feitianshan,,"selective quarrying,surface (in situ),observed (not collected)",herbivore,-
1348098,182655,Eubrontes,genus,145,125,102.682503,27.856388,Sichuan,116.73,24.62,Feitianshan,,"selective quarrying,surface (in situ),observed (not collected)",carnivore,-
1348100,182655,Thyreophora,unranked clade,145,125,102.682503,27.856388,Sichuan,116.73,24.62,Feitianshan,,"selective quarrying,surface (in situ),observed (not collected)",herbivore,-
1348101,182655,Iguanodontipodidae,family,145,125,102.682503,27.856388,Sichuan,116.73,24.62,Feitianshan,,"selective quarrying,surface (in situ),observed (not collected)",herbivore,-
1348103,182656,Theropoda,unranked clade,145,125,102.682503,27.856388,Sichuan,116.73,24.62,Feitianshan,,"selective quarrying,surface (in situ),observed (not collected)",carnivore,-
1348104,182656,Brontopodus,genus,145,125,102.682503,27.856388,Sichuan,116.73,24.62,Feitianshan,,"selective quarrying,surface (in situ),observed (not collected)",herbivore,-
1348105,182656,Caririchnium,genus,145,125,102.682503,27.856388,Sichuan,116.73,24.62,Feitianshan,,"selective quarrying,surface (in situ),observed (not collected)",herbivore,-
1348106,182657,Brontopodus,genus,145,125,102.606667,27.810278,Sichuan,116.69,24.54,Feitianshan,,"surface (in situ),observed (not collected)",herbivore,-
1559274,220001,Minisauripus zhenshuonani,species,145,125,102.770401,28.287701,Sichuan,116.54,25.02,Feitianshan,,"surface (in situ),observed (not collected)",herbivore,-
1559275,220001,Jialingpus,genus,145,125,102.770401,28.287701,Sichuan,116.54,25.02,Feitianshan,,"surface (in situ),observed (not collected)",carnivore,-
1559276,220001,Theropoda,unranked clade,145,125,102.770401,28.287701,Sichuan,116.54,25.02,Feitianshan,,"surface (in situ),observed (not collected)",carnivore,-
1559277,220002,Theropoda,unranked clade,145,125,102.770401,28.287701,Sichuan,116.54,25.02,Feitianshan,,"surface (in situ),observed (not collected)",carnivore,-
1559278,220003,Titanosauriformes,unranked clade,145,125,102.601112,28.18111,Sichuan,116.47,24.85,Feitianshan,poor,"surface (in situ),observed (not collected)",herbivore,-
1559280,220003,Theropoda,unranked clade,145,125,102.601112,28.18111,Sichuan,116.47,24.85,Feitianshan,poor,"surface (in situ),observed (not collected)",carnivore,-
1559281,220003,Dromaeopodus,genus,145,125,102.601112,28.18111,Sichuan,116.47,24.85,Feitianshan,poor,"surface (in situ),observed (not collected)",carnivore,-
1587534,224335,Caririchnium,genus,145,125,102.682503,27.856388,Sichuan,116.73,24.62,Feitianshan,,"selective quarrying,surface (float),surface (in situ),observed (not collected)",herbivore,-
1587535,224335,Iguanodontipodidae,family,145,125,102.682503,27.856388,Sichuan,116.73,24.62,Feitianshan,,"selective quarrying,surface (float),surface (in situ),observed (not collected)",herbivore,-
1587536,224335,Siamopodus xui,species,145,125,102.682503,27.856388,Sichuan,116.73,24.62,Feitianshan,,"selective quarrying,surface (float),surface (in situ),observed (not collected)",carnivore,-
1587537,224335,Theropoda,unranked clade,145,125,102.682503,27.856388,Sichuan,116.73,24.62,Feitianshan,,"selective quarrying,surface (float),surface (in situ),observed (not collected)",carnivore,-
1587538,224335,Brontopodus,genus,145,125,102.682503,27.856388,Sichuan,116.73,24.62,Feitianshan,,"selective quarrying,surface (float),surface (in situ),observed (not collected)",herbivore,-
474559,47070,Euhelopus zdanskyi,species,145,132.9,117.949997,35.866669,Shandong,124.74,40.84,Mengyin,good,"selective quarrying,surface (float),surface (in situ),mechanical,field collection",herbivore,Valanginian
590303,62324,Stegosauria,unranked clade,145,132.9,117.951385,35.850834,Shandong,124.75,40.82,Mengyin,good,field collection,herbivore,Valanginian
590313,62326,Euhelopus zdanskyi,species,145,132.9,117.949997,35.866669,Shandong,124.74,40.84,Mengyin,good,"selective quarrying,surface (in situ),mechanical,field collection",herbivore,Valanginian
590522,62364,Dinosauria,unranked clade,145,132.9,117.949997,35.866669,Shandong,124.74,40.84,Mengyin,poor,field collection,,Valanginian
590523,62365,Dinosauria,unranked clade,145,132.9,117.949997,35.866669,Shandong,124.74,40.84,Mengyin,poor,field collection,,Valanginian
590524,62366,Dinosauria,unranked clade,145,132.9,117.949997,35.866669,Shandong,124.74,40.84,Mengyin,poor,field collection,,Valanginian
519608,52850,Grallator ssatoi,species,145,139.8,118.164169,40.916111,Hebei,122.33,47.3,Houcheng,medium,"salvage,field collection,observed (not collected)",carnivore,Berriasian
568507,52850,Koreanaornis,genus,145,139.8,118.164169,40.916111,Hebei,122.33,47.3,Houcheng,medium,"salvage,field collection,observed (not collected)",carnivore,Berriasian
568508,52850,Hypsilophodontidae,unranked clade,145,139.8,118.164169,40.916111,Hebei,122.33,47.3,Houcheng,medium,"salvage,field collection,observed (not collected)",herbivore,Berriasian
1559310,52850,Velociraptorichnus,genus,145,139.8,118.164169,40.916111,Hebei,122.33,47.3,Houcheng,medium,"salvage,field collection,observed (not collected)",carnivore,Berriasian
1559311,52850,Eubrontes,genus,145,139.8,118.164169,40.916111,Hebei,122.33,47.3,Houcheng,medium,"salvage,field collection,observed (not collected)",carnivore,Berriasian
1559312,52850,Grallator,genus,145,139.8,118.164169,40.916111,Hebei,122.33,47.3,Houcheng,medium,"salvage,field collection,observed (not collected)",carnivore,Berriasian
1559313,52850,Sauropoda,unranked clade,145,139.8,118.164169,40.916111,Hebei,122.33,47.3,Houcheng,medium,"salvage,field collection,observed (not collected)",herbivore,Berriasian
1559314,220018,Therangospodus,genus,145,139.8,114.262222,40.943333,Hebei,118.27,46.32,Houcheng,good,"surface (in situ),field collection,observed (not collected)",carnivore,Berriasian
1559315,220018,Ornithopoda,unranked clade,145,139.8,114.262222,40.943333,Hebei,118.27,46.32,Houcheng,good,"surface (in situ),field collection,observed (not collected)",herbivore,Berriasian
1566302,221185,Theropoda,unranked clade,145,139.8,114.971001,40.471001,Hebei,119.23,46.06,Zhangjiakou,,"surface (in situ),field collection,observed (not collected)",carnivore,Berriasian
300497,28919,Theropoda,unranked clade,139.8,100.5,85.666664,46.099998,Xinjiang,98.21,39.18,,,"surface (float),surface (in situ),mechanical,field collection",carnivore,-
300498,28919,Psittacosaurus mongoliensis,species,139.8,100.5,85.666664,46.099998,Xinjiang,98.21,39.18,,,"surface (float),surface (in situ),mechanical,field collection",herbivore,-
472011,46905,Psittacosaurus neimongoliensis,species,139.8,100.5,109.976997,39.1203,Inner Mongolia,121.95,36.13,Ejinhoro,good,"selective quarrying,mechanical,field collection",herbivore,-
472012,46905,Sauropoda,unranked clade,139.8,100.5,109.976997,39.1203,Inner Mongolia,121.95,36.13,Ejinhoro,good,"selective quarrying,mechanical,field collection",herbivore,-
472014,46905,Stegosauria,unranked clade,139.8,100.5,109.976997,39.1203,Inner Mongolia,121.95,36.13,Ejinhoro,good,"selective quarrying,mechanical,field collection",herbivore,-
472015,46906,Psittacosaurus,genus,139.8,100.5,109.976997,39.033401,Inner Mongolia,121.98,36.04,Ejinhoro,medium,field collection,herbivore,-
472016,46907,Psittacosaurus,genus,139.8,100.5,108.3395,39.883999,Inner Mongolia,120.2,36.58,Ejinhoro,,field collection,herbivore,-
472282,46929,Psittacosaurus,genus,139.8,100.5,108.735001,39.704899,Inner Mongolia,120.62,36.47,Ejinhoro,medium,field collection,herbivore,-
472312,46934,Psittacosaurus,genus,139.8,100.5,108.410004,39.360001,Inner Mongolia,120.42,36.08,Ejinhoro,good,"selective quarrying,mechanical,field collection",herbivore,-
472313,46934,Sinornithoides youngi,species,139.8,100.5,108.410004,39.360001,Inner Mongolia,120.42,36.08,Ejinhoro,good,"selective quarrying,mechanical,field collection","carnivore, omnivore",-
472314,46934,Saurischia,unranked clade,139.8,100.5,108.410004,39.360001,Inner Mongolia,120.42,36.08,Ejinhoro,good,"selective quarrying,mechanical,field collection",,-
472317,46934,Stegosauria,unranked clade,139.8,100.5,108.410004,39.360001,Inner Mongolia,120.42,36.08,Ejinhoro,good,"selective quarrying,mechanical,field collection",herbivore,-
472318,46934,Psittacosaurus,genus,139.8,100.5,108.410004,39.360001,Inner Mongolia,120.42,36.08,Ejinhoro,good,"selective quarrying,mechanical,field collection",herbivore,-
515117,52158,Psittacosaurus xinjiangensis,species,139.8,100.5,86.316666,46.133331,Xinjiang,98.77,39.31,,good,"selective quarrying,surface (float),surface (in situ),mechanical,field collection",herbivore,-
635864,68401,Euhelopus,genus,139.8,100.5,88.949997,45.133331,Xinjiang,101.37,38.75,,,"selective quarrying,mechanical,field collection",herbivore,-
1554265,46905,Wuerhosaurus homheni,species,139.8,100.5,109.976997,39.1203,Inner Mongolia,121.95,36.13,Ejinhoro,good,"selective quarrying,mechanical,field collection",herbivore,-
